paper_id,题名,简称,venue全称,venue类型,发表年份,DOI,CCF等级,CCF目录,CCF备注,层次,场景,主题标签,论文自身输出对象,与本文关系（检索线索）,题名说明,全部作者,官方链接,开放全文链接,代码链接,身份核验来源,身份核验状态,核验路径,内容阅读深度,最后核验日期,发现来源,候选ID,访问状态,摘要
RW0132,Recommending Root-Cause and Mitigation Steps for Cloud Incidents using Large Language Models,,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),会议论文,2023,10.1109/icse48619.2023.00149,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,Production cloud incident RCA with LLMs; the incident-understanding endpoint an alarm DAG would feed.,,Toufique Ahmed; Supriyo Ghosh; Chetan Bansal; Thomas Zimmermann; Xuchao Zhang; Saravan Rajmohan,https://doi.org/10.1109/icse48619.2023.00149,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0084,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0133,AlarmGPT: an intelligent alarm analyzer for optical networks using a generative pre-trained transformer,,Journal of Optical Communications and Networking,期刊论文,2024,10.1364/jocn.521913,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,LLM-based alarm analysis in production optical networks - the generative counterpart to alarm-context understanding.,,Yidi Wang; Chunyu Zhang; Jin Li; Yue Pang; Lifang Zhang; Min Zhang; Danshi Wang,https://doi.org/10.1364/jocn.521913,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0075,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0134,Causality Enhanced Graph Representation Learning for Alert-Based Root Cause Analysis,,"2024 IEEE 24th International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",会议论文,2024,10.1109/ccgrid59990.2024.00018,C,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,Learns causal graph structure over alerts for RCA - directly parallel to recovering a propagation explanation DAG from alarms.,,Zhaoyang Yu; Qianyu Ouyang; Changhua Pei; Xin Wang; Wenxiao Chen; Liangfei Su; Huai Jiang; Xuanrun Wang; Jianhui Li; Dan Pei,https://doi.org/10.1109/ccgrid59990.2024.00018,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0057,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0135,Dynamic Alert Suppression Policy for Noise Reduction in AIOps,,Proceedings of the 46th International Conference on Software Engineering: Software Engineering in Practice,会议论文,2024,10.1145/3639477.3639752,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,"Industrial alert-suppression policy learning with production deployment evidence; the ""storm suppression"" side of the theme.",,Karan Bhukar; Harshit Kumar; Ruchi Mahindru; Rohan Arora; Seema Nagar; Pooja Aggarwal; Amit Paradkar,https://doi.org/10.1145/3639477.3639752,,,Crossref query.title 检索,已核实,query.title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0055,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0136,Improving Fault Device Identification Method using Alarm Clustering Approach,,2024 20th International Conference on Network and Service Management (CNSM),会议论文,2024,10.23919/cnsm62983.2024.10814367,C,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,Alarm clustering targeted at identifying the faulty DEVICE - the device-level fault-scope sub-topic.,,Yoichi Matsuo; Yuichi Suto; Yusuke Makino; Kazumich Sato,https://doi.org/10.23919/cnsm62983.2024.10814367,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0069,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0137,Knowledge-aware Alert Aggregation in Large-scale Cloud Systems: a Hybrid Approach,,Proceedings of the 46th International Conference on Software Engineering: Software Engineering in Practice,会议论文,2024,10.1145/3639477.3639745,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,"COLA: THE central alert-aggregation paper. Combines temporal/spatial correlation mining with LLM reasoning over SOP knowledge; explicitly framed as solving alert storms in large-scale cloud. Its baseline set (AlertStorm, iPACK, DBSCAN, FP-Growth) is a ready-made comparison table.",,Jinxi Kuang; Jinyang Liu; Junjie Huang; Renyi Zhong; Jiazhen Gu; Lan Yu; Rui Tan; Zengyin Yang; Michael R. Lyu,https://doi.org/10.1145/3639477.3639745,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0046,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0138,Leveraging Large Language Models for Efficient Alert Aggregation in AIOPs,,Electronics,期刊论文,2024,10.3390/electronics13224425,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,"Two-phase alert aggregation: temporal-spatial clustering, then LLM tracing of cascading failure effects. Mirrors our ""cluster alerts, then explain the cascade"" pipeline.",,Junjie Zha; Xinwen Shan; Jiaxin Lu; Jiajia Zhu; Zihan Liu,https://doi.org/10.3390/electronics13224425,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0053,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0139,Alert Summarization for Online Service Systems by Validating Propagation Paths of Faults,,Proceedings of the ACM on Software Engineering,期刊论文,2025,10.1145/3729367,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,Most on-theme recent work: turns a burst of alerts into a summarized incident by validating fault PROPAGATION PATHS - shares the propagation-graph framing of our DAG recovery task.,,Jia Chen; Yuang He; Peng Wang; Xiaolei Chen; Jie Shi; Wei Wang,https://doi.org/10.1145/3729367,,,Crossref DOI 记录,已核实,doi,摘要已读（Crossref abstract）；全文未逐节阅读,2026-09-15,agent:alarm,C0048,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,"For online service systems, alerts are crucial for root cause analysis as they capture symptoms triggered by system faults. In real-world scenarios, a fault can propagate across multiple system components, generating a large volume of alerts. Various approaches have been proposed to summarize alerts into incidents to accelerate root cause analysis, using the topology information. However, these approaches focus solely on connectivity, neglecting the semantics of the topology, which significantly impacts their performance. In this paper, we introduce ProAlert, a novel topology-based approach that summarizes alerts into incidents by validating fault propagation paths. ProAlert first unsupervisedly learns fault propagation patterns from historical alerts and system topology offline. It then uses these patterns to validate fault paths in real-time alerts, leading to more accurate incident summarization. Moreover, the fault propagation paths provided by ProAlert improve the interpretability of incidents, assisting maintenance engineers in understanding the root causes of faults. To demonstrate the effectiveness and efficiency of ProAlert, we conduct extensive experiments on real-world data. The results show that ProAlert outperforms state-of-the-art approaches."
RW0140,AmocRCA: At Most One Change Segmentation and Relative Correlation Ranking for Root Cause Analysis,,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,会议论文,2025,10.1145/3696630.3731612,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,seed from existing repository material,,Anton Altenbernd; Zhiyuan Wu; Odej Kao,https://doi.org/10.1145/3696630.3731612,,,Crossref query.title 检索,已核实,query.title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,seed:docs-papers-cache,C0307,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0141,Graph Structure-Enhanced Large Language Model for Optical Network Fault Diagnosis: An Explainable Alarm Root Cause Localization Approach,,IEEE Internet of Things Journal,期刊论文,2025,10.1109/jiot.2025.3573056,未收录（不在第七版目录内）,,slug 未在解析表中,L1,数据中心/生产网络,告警关联与故障范围,,"Combines graph structure with an LLM for explainable alarm root-cause localization - near-identical framing to ours, in optical networks.",,Yidi Wang; Yue Pang; Yanli Liu; Yao Zhang; Lifang Zhang; Min Zhang; Danshi Wang,https://doi.org/10.1109/jiot.2025.3573056,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0077,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0142,HyperLAC: Hypergraph-based Large-scale Alert Classification with spatial-temporal context enhancement,,Knowledge-Based Systems,期刊论文,2025,10.1016/j.knosys.2025.114712,C,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,告警关联与故障范围,,Hypergraph alert classification at scale with spatial-temporal context; alert aggregation with topology-like structure.,,Shilong Zhang; Zian Luo; Zehua Ren; Yumeng Zhu; Haichuan Zhang; Yang Liu,https://doi.org/10.1016/j.knosys.2025.114712,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0058,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0143,Multi-modal Data Fusion with Knowledge Graph for Alarm Root Cause Analysis in Optical Networks,,2025 30th OptoElectronics and Communications Conference (OECC) and 2025 International Conference on Photonics in Switching and Computing (PSC),会议论文,2025,10.23919/oecc/psc62146.2025.11109870,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,Fuses multiple alarm modalities with a knowledge graph for alarm RCA; directly relevant to combining raw topology + alarms + logs.,,Mofan Wang; Chunyu Zhang; Min Zhang; Danshi Wang,https://doi.org/10.23919/oecc/psc62146.2025.11109870,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0078,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0144,Network Device Alarm Reduction based on Root Cause Analysis,,"2025 International Conference on Computer, Internet of Things and Smart City (CIoTSC)",会议论文,2025,10.1109/ciotsc67482.2025.11413218,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,DEVICE-level alarm reduction driven by root cause analysis - literally device-level alarm compression.,,Libao Wang; Huidong Qin; Junjun Chen,https://doi.org/10.1109/ciotsc67482.2025.11413218,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0068,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0145,Rule-Based Root Cause Analysis of Site Outages in Mobile Networks: A Deterministic Approach for Alarm Correlation,,2025 12th International Conference on Electrical and Electronics Engineering (ICEEE),会议论文,2025,10.1109/iceee67194.2025.11261920,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,Deterministic rule-based alarm correlation for mobile site outages; production network scope with explainable rules.,,Serkan Karadag; Aydın Duruoz; Mehmet Balci; Melih Bilir; Koray Uygun; Ayse Guvez; Eda Konakyeri Arici; Arzu Kuru Sahin,https://doi.org/10.1109/iceee67194.2025.11261920,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0070,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0146,Alarm Correlation Method for Large-Scale Carrier Network Considering Topology Error Probability,,ICC 2026 - IEEE International Conference on Communications,会议论文,2026,10.1109/icc59461.2026.11587858,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,Alarm correlation explicitly conditioned on network TOPOLOGY (and topology error) in a large carrier network; aligns with our raw device topology input.,,Naoki Hayashi; Keita Kanamori; Atsushi Takada; Naoki Tateishi; Yoichi Matsuo,https://doi.org/10.1109/icc59461.2026.11587858,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0063,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0147,FedSTGAT: Federated Spatio-Temporal Graph Attention Network for Root Alarm Identification in Optical Transport Network,,IEEE Transactions on Cognitive Communications and Networking,期刊论文,2026,10.1109/tccn.2026.3694892,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,Spatio-temporal graph attention over alarms to identify ROOT alarms; state-of-the-art graph approach to root-alarm ranking.,,Weijie Yang; Chunyu Zhang; Cheng Xing; Min Zhang; Xunjie Jiang; Yanlin Fan; Zhongbo Bi; Jiansheng Xiong; Danshi Wang,https://doi.org/10.1109/tccn.2026.3694892,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0079,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0148,LLM-Guided Graph Structure Learning for Alert Convergence in AIOps,,Computers,期刊论文,2026,10.3390/computers15070412,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,告警关联与故障范围,,Very recent; learns alert-convergence graph structure with an LLM guide - closest methodological analogue to learning a propagation DAG over alerts.,,Haodong Zou; Yichen Zhao; Xin Chen; Ling Wang; Jinghang Yu; Long Yuan; Luokai Jiang,https://doi.org/10.3390/computers15070412,,,Crossref query.title 检索,已核实,query.title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:alarm,C0054,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0149,Detection and Localization of Network Black Holes,,IEEE INFOCOM 2007 - 26th IEEE International Conference on Computer Communications,会议论文,2007,10.1109/infcom.2007.252,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,foundational active-probe black-hole localization; backward classic,,R. R. Kompella; J. Yates; A. Greenberg; A. C. Snoeren,https://doi.org/10.1109/infcom.2007.252,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0015,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0150,Packet-Level Telemetry in Large Datacenter Networks (Everflow),,Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication,会议论文,2015,10.1145/2785956.2787483,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,packet-level DCN telemetry; monitoring substrate for localization,Crossref 存缴题名为短题名 'Packet-Level Telemetry in Large Datacenter Networks'，本表采用完整题名,Yibo Zhu; Nanxi Kang; Jiaxin Cao; Albert Greenberg; Guohan Lu; Ratul Mahajan; Dave Maltz; Lihua Yuan; Ming Zhang; Ben Y. Zhao; Haitao Zheng,https://doi.org/10.1145/2785956.2787483,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0003,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0151,Pingmesh: A Large-Scale System for Data Center Network Latency Measurement and Analysis,,Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication,会议论文,2015,10.1145/2785956.2787496,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,canonical DCN-wide latency probing substrate; project input class,Crossref 存缴题名较短（'Pingmesh'），与线索题名 prefix 匹配，采用存缴记录其余字段；Crossref 存缴题名为短题名 'Pingmesh'，本表采用完整题名,Chuanxiong Guo; Lihua Yuan; Dong Xiang; Yingnong Dang; Ray Huang; Dave Maltz; Zhaoyi Liu; Vin Wang; Bin Pang; Hua Chen; Zhi-Wei Lin; Varugis Kurien,https://doi.org/10.1145/2785956.2787496,,,Crossref DOI 记录,已核实,doi-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0001,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0152,Simplifying Datacenter Network Debugging with {PathDump},,12th USENIX Symposium on Operating Systems Design and Implementation (OSDI 16),,2016,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,end-host debugging incl. silent random packet-drop diagnosis,,Praveen Tammana; Rachit Agarwal; Myungjin Lee,https://www.usenix.org/conference/osdi16/technical-sessions/presentation/tammana,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0008,仅有页面链接；未验证可读性,
RW0153,Taking the Blame Game out of Data Centers Operations with NetPoirot,,Proceedings of the 2016 ACM SIGCOMM Conference,会议论文,2016,10.1145/2934872.2934884,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,"end-host TCP diagnosis names likely faulty link, not a propagation graph",,Behnaz Arzani; Selim Ciraci; Boon Thau Loo; Assaf Schuster; Geoff Outhred,https://doi.org/10.1145/2934872.2934884,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0002,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0154,Gray Failure: The Achilles' Heel of Cloud-Scale Systems,,Proceedings of the 16th Workshop on Hot Topics in Operating Systems,会议论文,2017,10.1145/3102980.3103005,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,founding definition of gray failure as a diagnosis target,Crossref 存缴题名较短（'Gray Failure'），与线索题名 prefix 匹配，采用存缴记录其余字段；Crossref 存缴题名为短题名 'Gray Failure'，本表采用完整题名,Peng Huang; Chuanxiong Guo; Lidong Zhou; Jacob R. Lorch; Yingnong Dang; Murali Chintalapati; Randolph Yao,https://doi.org/10.1145/3102980.3103005,,,Crossref DOI 记录,已核实,doi-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0014,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0155,Network Capability in Localizing Node Failures via End-to-End Path Measurements,,IEEE/ACM Transactions on Networking,期刊论文,2017,10.1109/tnet.2016.2584544,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,theory of what end-to-end probing can and cannot localize,,Liang Ma; Ting He; Ananthram Swami; Don Towsley; Kin K. Leung,https://doi.org/10.1109/tnet.2016.2584544,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0038,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0156,Pinpointing delay and forwarding anomalies using large-scale traceroute measurements,,Proceedings of the 2017 Internet Measurement Conference,会议论文,2017,10.1145/3131365.3131384,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,topology paths plus traceroute to attribute delay/forwarding anomalies,,Romain Fontugne; Cristel Pelsser; Emile Aben; Randy Bush,https://doi.org/10.1145/3131365.3131384,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0035,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0157,{deTector}: a Topology-aware Monitoring System for Data Center Networks,,2017 USENIX Annual Technical Conference (USENIX ATC 17),,2017,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,topology-aware monitor placement for DCN diagnosis,,Yanghua Peng; Ji Yang; Chuan Wu; Chuanxiong Guo; Chengchen Hu; Zongpeng Li,https://www.usenix.org/conference/atc17/technical-sessions/presentation/peng,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0005,仅有页面链接；未验证可读性,
RW0158,007: Democratically Finding the Cause of Packet Drops,,15th USENIX Symposium on Networked Systems Design and Implementation (NSDI 18),,2018,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,end-host voting over traced paths to rank dropped-packet causes,,Behnaz Arzani; Selim Ciraci; Luiz Chamon; Yibo Zhu; Hongqiang (Harry) Liu; Jitu Padhye; Boon Thau Loo; Geoff Outhred,https://www.usenix.org/conference/nsdi18/presentation/arzani,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0006,仅有页面链接；未验证可读性,
RW0159,Distributed Link Anomaly Detection via Partial Network Tomography,,ACM SIGMETRICS Performance Evaluation Review,期刊论文,2018,10.1145/3199524.3199532,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,link-level anomaly localization from partial path measurements,,Ting He,https://doi.org/10.1145/3199524.3199532,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0037,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0160,Fault Localization in Large-Scale Network Policy Deployment (Scout),,2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS),会议论文,2018,10.1109/icdcs.2018.00016,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,localizes policy-deployment faults down to physical-level failures,Crossref 存缴题名为短题名 'Fault Localization in Large-Scale Network Policy Deployment'，本表采用完整题名,Praveen Tammana; Chandra Nagarajan; Pavan Mamillapalli; Ramana Kompella; Myungjin Lee,https://doi.org/10.1109/icdcs.2018.00016,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0034,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0161,Down the Black Hole,,Proceedings of the Internet Measurement Conference,会议论文,2019,10.1145/3355369.3355593,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,black-hole (silent-drop) measurement and characterization,,Marcin Nawrocki; Jeremias Blendin; Christoph Dietzel; Thomas C. Schmidt; Matthias Wählisch,https://doi.org/10.1145/3355369.3355593,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0036,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0162,Understanding the Limits of Passive Realtime Datacenter Fault Detection and Localization,,IEEE/ACM Transactions on Networking,期刊论文,2019,10.1109/tnet.2019.2938228,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,passive end-host loss localization on Clos; direct L1 neighbor,,Arjun Roy; Rajdeep Das; Hongyi Zeng; Jasmeet Bagga; Alex C. Snoeren,https://doi.org/10.1109/tnet.2019.2938228,,,Crossref 题名检索,已核实,title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0004,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0163,{NetBouncer}: Active Device and Link Failure Localization in Data Center Networks,,16th USENIX Symposium on Networked Systems Design and Implementation (NSDI 19),,2019,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,active probing + topology to localize device/link faults in DCN,,Cheng Tan; Ze Jin; Chuanxiong Guo; Tianrong Zhang; Haitao Wu; Karl Deng; Dongming Bi; Dong Xiang,https://www.usenix.org/conference/nsdi19/presentation/tan,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0007,仅有页面链接；未验证可读性,
RW0164,Rapid Detection and Localization of Gray Failures in Data Centers via In-band Network Telemetry,,NOMS 2020 - 2020 IEEE/IFIP Network Operations and Management Symposium,会议论文,2020,10.1109/noms47738.2020.9110326,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,测量与路径约束定位,,INT-based gray-failure localization by common path elements,,Chenhao Jia; Tian Pan; Zizheng Bian; Xingchen Lin; Enge Song; Cheng Xu; Tao Huang; Yunjie Liu,https://doi.org/10.1109/noms47738.2020.9110326,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0009,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0165,"Understanding, Detecting and Localizing Partial Failures in Large System Software (FIRM)",,17th USENIX Symposium on Networked Systems Design and Implementation (NSDI 20),,2020,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,partial/gray failure localization from runtime signals,"Crossref 存缴题名为短题名 'Understanding, Detecting and Localizing Partial Failures in Large System Software'，本表采用完整题名",Chang Lou; Peng Huang; Scott Smith,https://www.usenix.org/conference/nsdi20/presentation/lou,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0029,仅有页面链接；未验证可读性,
RW0166,Debugging Transient Faults in Data Centers using Synchronized Network-wide Packet Histories,,18th USENIX Symposium on Networked Systems Design and Implementation (NSDI 21),,2021,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,network-wide packet histories to localize transient DCN faults,,Pravein Govindan Kannan; Nishant Budhdev; Raj Joshi; Mun Choon Chan,https://www.usenix.org/conference/nsdi21/presentation/kannan,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0028,仅有页面链接；未验证可读性,
RW0167,Static and Dynamic Failure Localization through Progressive Network Tomography,,arXiv preprint,预印本,2021,,不适用（预印本）,,预印本，不继承会议等级,L1,数据中心/生产网络,测量与路径约束定位,,probe-path selection for minimal-probe failure localization,,"Arrigoni, Viviana; Bartolini, Novella; Massini, Annalisa; Trombetti, Federico",https://arxiv.org/abs/2103.17221,,,arXiv abs 页元数据,已核实,arxiv,摘要已读（缓存页面 b29810954c36656234c4.html（页面自述题名匹配 1.00））；全文未逐节阅读,2026-09-15,agent:netloc,C0040,仅有页面链接；未验证可读性,"We aim at assessing the states of the nodes in a network by means of end-to-end monitoring paths. The contribution of this paper is twofold. First, we consider a static failure scenario. In this context, we aim at minimizing the number of probes to obtain failure identification. To face this problem, we propose a progressive approach to failure localization based on stochastic optimization, whose solution is the optimal sequence of monitoring paths to probe. We address the complexity of the problem by proposing a greedy strategy in two variants: one considers exact calculation of posterior probabilities of node failures, given the observation, whereas the other approximates these values by means of a novel failure centrality metric. Secondly, we adapt these two strategies to a dynamic failure scenario where nodes states can change throughout a monitoring period. By means of numerical experiments conducted on real network topologies, we demonstrate the practical applicability of our approach. Our performance evaluation evidences the superiority of our algorithms with respect to state of the art solutions based on classic Boolean Network Tomography as well as approaches based on sequential group testing."
RW0168,Closed-loop Network Performance Monitoring and Diagnosis with {SpiderMon},,19th USENIX Symposium on Networked Systems Design and Implementation (NSDI 22),,2022,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,closed-loop monitoring plus diagnosis in production DCN,,Weitao Wang; Xinyu Crystal Wu; Praveen Tammana; Ang Chen; T. S. Eugene Ng,https://www.usenix.org/conference/nsdi22/presentation/wang-weitao-spidermon,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0027,仅有页面链接；未验证可读性,
RW0169,Collie: Finding Performance Anomalies in {RDMA} Subsystems,,19th USENIX Symposium on Networked Systems Design and Implementation (NSDI 22),,2022,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,测量与路径约束定位,,anomaly localization across RDMA host/network stack layers,,Xinhao Kong; Yibo Zhu; Huaping Zhou; Zhuo Jiang; Jianxi Ye; Chuanxiong Guo; Danyang Zhuo,https://www.usenix.org/conference/nsdi22/presentation/kong,,,出版方页面 citation_* 元数据,已核实,page-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:netloc,C0026,仅有页面链接；未验证可读性,
